,promotion,promotion name,Byron Buxton,Date,NumberofGames,DayofWeek,VisitingTeam,VisitingTeamLeague,VisitingTeamGameNumber,HomeTeam,HomeTeamLeague,HomeTeamGameNumber,VistingTeamScore,HomeTeamScore,NumberofOuts,DayNight,Completition_Information,Forfeit_Information,Byron Buxton,BallParkID,Attendance,LengthofGame,VisitingTeam_LineScore,HomeTeam_LineScore,VisitingTeamOffense_AtBats,VisitingTeamOffense_Hits,VisitingTeamOffense_Doubles,VisitingTeamOffense_Triples,VisitingTeamOffense_Homeruns,VisitingTeamOffense_RBIs,VisitingTeamOffense_SacrificeHits,VisitingTeamOffense_SacrificeFlies,VisitingTeamOffense_HitbyPitch,VisitingTeamOffense_Walks,VisitingTeamOffense_IntentionalWalks,VisitingTeamOffense_Strickouts,VisitingTeamOffense_StolenBases,VisitingTeamOffense_CaughtStealing,VisitingTeamOffense_GroundedintoDoublePlay,VisitingTeamOffense_AwardedFirstonCatcherInterference,VisitingTeamOffense_LeftOnBase,VisitingTeamPitchers_PitchersUsed,VisitingTeamPitchers_IndividualEarnedRuns,VisitingTeamPitchers_TeamEarnedRuns,VisitingTeamPitchers_WildPitches,VisitingTeamPitchers_Balks,VisitingTeamDefense_PutOuts,VisitingTeamDefense_Assists,VisitingTeamDefense_Errors,VisitingTeamDefense_PassedBalls,VisitingTeamDefense_DoublePlays,VisitingTeamDefense_TriplePlays,HomeTeamOffense_AtBats,HomeTeamOffense_Hits,HomeTeamOffense_Doubles,HomeTeamOffense_Triples,HomeTeamOffense_Homeruns,HomeTeamOffense_RBIs,HomeTeamOffense_SacrificeHits,HomeTeamOffense_SacrificeFlies,HomeTeamOffense_HitbyPitch,HomeTeamOffense_Walks,HomeTeamOffense_IntentionalWalks,HomeTeamOffense_Strickouts,HomeTeamOffense_StolenBases,HomeTeamOffense_CaughtStealing,HomeTeamOffense_GroundedintoDoublePlay,HomeTeamOffense_AwardedFirstonCatcherInterference,HomeTeamOffense_LeftOnBase,HomeTeamPitchers_PitchersUsed,HomeTeamPitchers_IndividualEarnedRuns,HomeTeamPitchers_TeamEarnedRuns,HomeTeamPitchers_WildPitches,HomeTeamPitchers_Balks,HomeTeamDefense_PutOuts,HomeTeamDefense_Assists,HomeTeamDefense_Errors,HomeTeamDefense_PassedBalls,HomeTeamDefense_DoublePlays,HomeTeamDefense_TriplePlays,HomePlateUmp_ID,HomePlateUmp_Name,1BUmp_ID,1BUmp_Name,2BUmp_ID,2BUmp_Name,3BUmp_ID,3BUmp_Name,LFUmp_ID,LFUmp_Name,RFUmp_ID,RFUmp_Name,VisitingTeamManager_ID,VisitingTeamManager_Name,HomeTeamManager_ID,HomeTeamManager_Name,WinningPitcher_ID,WinningPitcher_Name,LosingPitcher_ID,LosingPitcher_Name,SavingPitcher_ID,SavingPitcher_Name,GameWinningRBIBatter_ID,GameWinningRBIBatter_Name,VisitingTeam_StartingPitcher_ID,VisitingTeam_StartingPitcher_Name,HomeTeam_StartingPitcher_ID,HomeTeam_StartingPitcher_Name,VisitingTeam_Player1_ID,VisitingTeam_Player1_Name,VisitingTeam_Player1_Position,VisitingTeam_Player2_ID,VisitingTeam_Player2_Name,VisitingTeam_Player2_Position,VisitingTeam_Player3_ID,VisitingTeam_Player3_Name,VisitingTeam_Player3_Position,VisitingTeam_Player4_ID,VisitingTeam_Player4_Name,VisitingTeam_Player4_Position,VisitingTeam_Player5_ID,VisitingTeam_Player5_Name,VisitingTeam_Player5_Position,VisitingTeam_Player6_ID,VisitingTeam_Player6_Name,VisitingTeam_Player6_Position,VisitingTeam_Player7_ID,VisitingTeam_Player7_Name,VisitingTeam_Player7_Position,VisitingTeam_Player8_ID,VisitingTeam_Player8_Name,VisitingTeam_Player8_Position,VisitingTeam_Player9_ID,VisitingTeam_Player9_Name,VisitingTeam_Player9_Position,HomeTeam_Player1_ID,HomeTeam_Player1_Name,HomeTeam_Player1_Position,HomeTeam_Player2_ID,HomeTeam_Player2_Name,HomeTeam_Player2_Position,HomeTeam_Player3_ID,HomeTeam_Player3_Name,HomeTeam_Player3_Position,HomeTeam_Player4_ID,HomeTeam_Player4_Name,HomeTeam_Player4_Position,HomeTeam_Player5_ID,HomeTeam_Player5_Name,HomeTeam_Player5_Position,HomeTeam_Player6_ID,HomeTeam_Player6_Name,HomeTeam_Player6_Position,HomeTeam_Player7_ID,HomeTeam_Player7_Name,HomeTeam_Player7_Position,HomeTeam_Player8_ID,HomeTeam_Player8_Name,HomeTeam_Player8_Position,HomeTeam_Player9_ID,HomeTeam_Player9_Name,HomeTeam_Player9_Position,Additional_Information,Acquisition_Information,DOW,Rank,VisitingLeague,DN,NFLVKGDAY
52769,0,,1,20220609,0,Thu,NYA,AL,57,MIN,AL,59,10,7,54,N,,,1,MIN04,26646,212,120022210,331000000,39,14,2,0,4,9,0,1,0,5,0,6,2,0,1,0,8,6,7,7,0,0,27,9,0,0,1,0,35,9,1,0,5,7,0,0,0,4,0,8,0,0,0,0,5,6,10,10,1,1,27,9,1,0,1,0,libkj901,John Libka,reynj901,Jim Reynolds,tosia901,Alex Tosi,ticht901,Todd Tichenor,,(none),,(none),boona001,Aaron Boone,baldr001,Rocco Baldelli,castm002,Miguel Castro,duraj002,Jhoan Duran,holmc001,Clay Holmes,rizza001,Anthony Rizzo,coleg001,Gerrit Cole,bundd001,Dylan Bundy,lemad001,DJ LeMahieu,3,judga001,Aaron Judge,8,rizza001,Anthony Rizzo,10,donaj001,Josh Donaldson,5,torrg001,Gleyber Torres,4,hicka001,Aaron Hicks,7,kinei001,Isiah Kiner-Falefa,6,trevj001,Jose Trevino,2,gallj002,Joey Gallo,9,arral001,Luis Arraez,3,buxtb001,Byron Buxton,8,corrc001,Carlos Correa,6,polaj001,Jorge Polanco,4,keplm001,Max Kepler,9,sancg002,Gary Sanchez,2,larnt001,Trevor Larnach,7,urshg001,Giovanny Urshela,5,miraj002,Jose Miranda,10,,Y,4,1,0,1,0
52783,0,,1,20220610,0,Fri,TBA,AL,58,MIN,AL,60,4,9,51,N,,,1,MIN04,23761,178,10000210,10006002x,32,6,0,0,3,4,0,0,0,3,0,8,0,0,1,0,4,3,6,6,0,0,24,12,1,0,0,0,38,13,3,0,3,8,0,0,0,3,0,5,0,0,0,0,8,4,4,4,0,0,27,7,0,0,1,0,ballb901,Brock Ballou,segac901,Chris Segal,welkb901,Bill Welke,lives901,Shane Livensparger,,(none),,(none),cashk001,Kevin Cash,baldr001,Rocco Baldelli,smeld001,Devin Smeltzer,rasmd002,Drew Rasmussen,,(none),buxtb001,Byron Buxton,rasmd002,Drew Rasmussen,smeld001,Devin Smeltzer,margm001,Manuel Margot,10,ramih004,Harold Ramirez,3,diazy001,Yandy Diaz,5,arozr001,Randy Arozarena,7,brujv001,Vidal Brujan,9,parei001,Isaac Paredes,4,mejif001,Francisco Mejia,2,wallt003,Taylor Walls,6,philb002,Brett Phillips,8,arral001,Luis Arraez,3,buxtb001,Byron Buxton,10,corrc001,Carlos Correa,6,keplm001,Max Kepler,9,polaj001,Jorge Polanco,4,larnt001,Trevor Larnach,7,sancg002,Gary Sanchez,2,urshg001,Giovanny Urshela,5,gordn001,Nick Gordon,8,,Y,5,29,0,1,0
52799,0,,1,20220611,0,Sat,TBA,AL,59,MIN,AL,61,5,6,51,D,,,1,MIN04,22741,210,300001100,00500100x,38,13,2,0,0,4,0,0,0,0,0,10,1,2,0,0,6,6,6,6,1,0,24,11,0,0,2,0,32,11,3,0,1,6,0,0,0,5,0,8,0,0,2,0,7,6,4,4,0,0,27,8,2,0,0,0,segac901,Chris Segal,fleta901,Andy Fletcher,welkb901,Bill Welke,lives901,Shane Livensparger,,(none),,(none),cashk001,Kevin Cash,baldr001,Rocco Baldelli,megit001,Trevor Megill,baz-s001,Shane Baz,pagae001,Emilio Pagan,arral001,Luis Arraez,baz-s001,Shane Baz,gonzc002,Chi Chi Gonzalez,kierk001,Kevin Kiermaier,8,margm001,Manuel Margot,7,arozr001,Randy Arozarena,10,choij001,Ji-Man Choi,3,diazy001,Yandy Diaz,5,wallt003,Taylor Walls,6,philb002,Brett Phillips,9,pintr003,Rene Pinto,2,brujv001,Vidal Brujan,4,arral001,Luis Arraez,3,polaj001,Jorge Polanco,4,miraj002,Jose Miranda,5,keplm001,Max Kepler,9,sancg002,Gary Sanchez,10,larnt001,Trevor Larnach,7,celeg001,Gilberto Celestino,8,gordn001,Nick Gordon,6,jeffr002,Ryan Jeffers,2,,Y,6,29,0,0,0
52814,1,"Play Ball t-shirt for the first 5,000 kids ages 12 and under",1,20220612,0,Sun,TBA,AL,60,MIN,AL,62,6,0,54,D,,,1,MIN04,25350,197,1220010,0,35,7,3,0,1,6,0,0,2,3,0,8,3,0,0,0,7,5,0,0,1,0,27,11,1,0,2,0,31,5,0,0,0,0,0,0,0,4,0,7,0,0,2,0,8,3,6,6,2,0,27,13,1,0,0,0,fleta901,Andy Fletcher,welkb901,Bill Welke,lives901,Shane Livensparger,segac901,Chris Segal,,(none),,(none),cashk001,Kevin Cash,baldr001,Rocco Baldelli,sprij001,Jeffrey Springs,sandc001,Cole Sands,,(none),choij001,Ji-Man Choi,sprij001,Jeffrey Springs,sandc001,Cole Sands,margm001,Manuel Margot,10,choij001,Ji-Man Choi,3,diazy001,Yandy Diaz,5,arozr001,Randy Arozarena,7,kierk001,Kevin Kiermaier,8,wallt003,Taylor Walls,6,mejif001,Francisco Mejia,2,philb002,Brett Phillips,9,brujv001,Vidal Brujan,4,buxtb001,Byron Buxton,8,corrc001,Carlos Correa,6,polaj001,Jorge Polanco,4,urshg001,Giovanny Urshela,5,arral001,Luis Arraez,10,miraj002,Jose Miranda,3,celeg001,Gilberto Celestino,9,larnt001,Trevor Larnach,7,jeffr002,Ryan Jeffers,2,,Y,7,29,0,0,0
52934,0,,1,20220621,0,Tue,CLE,AL,63,MIN,AL,69,6,5,66,N,,,1,MIN04,22341,226,10200002001,20030000,43,12,2,0,2,6,0,0,0,3,1,12,1,1,1,0,9,7,5,5,0,0,33,10,0,0,0,0,41,9,4,0,1,5,0,0,0,3,0,15,0,1,0,0,8,5,5,5,0,0,33,12,0,0,1,0,hoyej901,James Hoye,herna901,Angel Hernandez,reybd901,D.J. Reyburn,merzd901,Dan Merzel,,(none),,(none),frant001,Terry Francona,baldr001,Rocco Baldelli,stept002,Trevor Stephan,jax-g001,Griffin Jax,clase001,Emmanuel Clase,gimea001,Andres Gimenez,civaa001,Aaron Civale,ryanj002,Joe Ryan,kwans001,Steven Kwan,7,rosaa003,Amed Rosario,6,ramij003,Jose Ramirez,5,naylj001,Josh Naylor,3,gonzo001,Oscar Gonzalez,9,reyef001,Franmil Reyes,10,gimea001,Andres Gimenez,4,hedga001,Austin Hedges,2,stram002,Myles Straw,8,arral001,Luis Arraez,4,buxtb001,Byron Buxton,8,corrc001,Carlos Correa,6,keplm001,Max Kepler,9,sancg002,Gary Sanchez,10,urshg001,Giovanny Urshela,5,kiria001,Alex Kirilloff,3,celeg001,Gilberto Celestino,7,jeffr002,Ryan Jeffers,2,,Y,2,24,0,1,0
52949,1,"Twins tumbler for the first 10,000 fans",0,20220622,0,Wed,CLE,AL,64,MIN,AL,70,11,10,54,N,,,0,MIN04,25604,215,1030304,111210400,40,15,2,1,3,10,1,1,1,1,0,9,1,0,0,0,6,5,10,10,0,0,27,5,0,0,2,0,36,12,1,1,4,10,0,1,0,3,0,8,0,0,1,0,3,6,10,10,0,1,27,5,1,0,0,0,herna901,Angel Hernandez,reybd901,D.J. Reyburn,merzd901,Dan Merzel,hoyej901,James Hoye,,(none),,(none),frant001,Terry Francona,baldr001,Rocco Baldelli,hents001,Sam Hentges,jax-g001,Griffin Jax,clase001,Emmanuel Clase,millo002,Owen Miller,mcket001,Triston McKenzie,grays001,Sonny Gray,kwans001,Steven Kwan,7,rosaa003,Amed Rosario,6,ramij003,Jose Ramirez,5,naylj001,Josh Naylor,10,gonzo001,Oscar Gonzalez,9,gimea001,Andres Gimenez,4,millo002,Owen Miller,3,hedga001,Austin Hedges,2,stram002,Myles Straw,8,arral001,Luis Arraez,4,corrc001,Carlos Correa,6,keplm001,Max Kepler,9,sancg002,Gary Sanchez,10,kiria001,Alex Kirilloff,3,urshg001,Giovanny Urshela,5,larnt001,Trevor Larnach,7,jeffr002,Ryan Jeffers,2,gordn001,Nick Gordon,8,,Y,3,24,0,1,0
52960,0,,0,20220623,0,Thu,CLE,AL,65,MIN,AL,71,0,1,51,D,,,0,MIN04,24929,174,0,00100000x,32,5,3,0,0,0,0,0,2,1,0,7,0,0,0,0,8,3,1,1,0,0,24,3,0,0,0,0,29,5,1,0,1,1,0,0,0,2,0,9,0,0,0,0,6,4,0,0,1,0,27,9,0,0,0,0,reybd901,D.J. Reyburn,merzd901,Dan Merzel,hoyej901,James Hoye,herna901,Angel Hernandez,,(none),,(none),frant001,Terry Francona,baldr001,Rocco Baldelli,smeld001,Devin Smeltzer,plesz001,Zach Plesac,thiec001,Caleb Thielbar,gordn001,Nick Gordon,plesz001,Zach Plesac,smeld001,Devin Smeltzer,millo002,Owen Miller,3,rosaa003,Amed Rosario,6,ramij003,Jose Ramirez,10,gonzo001,Oscar Gonzalez,9,reyef001,Franmil Reyes,7,gimea001,Andres Gimenez,4,cleme002,Ernie Clement,5,maill001,Luke Maile,2,stram002,Myles Straw,8,arral001,Luis Arraez,4,corrc001,Carlos Correa,6,keplm001,Max Kepler,9,sancg002,Gary Sanchez,2,kiria001,Alex Kirilloff,10,urshg001,Giovanny Urshela,5,larnt001,Trevor Larnach,7,miraj002,Jose Miranda,3,gordn001,Nick Gordon,8,,Y,4,24,0,0,0
52974,0,,1,20220624,0,Fri,COL,NL,71,MIN,AL,72,1,0,54,N,,,1,MIN04,24643,137,1000,0,29,5,1,0,0,1,0,0,0,4,0,3,0,0,3,0,5,2,0,0,0,0,27,15,1,0,2,0,28,3,1,0,0,0,0,0,0,5,0,2,0,0,2,0,6,3,1,1,0,0,27,11,0,0,3,0,barbs901,Sean Barber,nelsj901,Jeff Nelson,belld901,Dan Bellino,willr901,Ryan Wills,,(none),,(none),blacb001,Buddy Black,baldr001,Rocco Baldelli,marqg001,German Marquez,bundd001,Dylan Bundy,bardd001,Daniel Bard,blacc001,Charlie Blackmon,marqg001,German Marquez,bundd001,Dylan Bundy,joe-c001,Connor Joe,7,dazay001,Yonathan Daza,8,blacc001,Charlie Blackmon,10,cronc002,C.J. Cron,3,rodgb002,Brendan Rodgers,4,mcmar001,Ryan McMahon,5,iglej001,Jose Iglesias,6,gricr001,Randal Grichuk,9,diaze005,Elias Diaz,2,arral001,Luis Arraez,4,corrc001,Carlos Correa,6,keplm001,Max Kepler,9,urshg001,Giovanny Urshela,5,kiria001,Alex Kirilloff,3,miraj002,Jose Miranda,10,gordn001,Nick Gordon,7,jeffr002,Ryan Jeffers,2,celeg001,Gilberto Celestino,8,,Y,5,20,1,1,0
52989,0,,1,20220625,0,Sat,COL,NL,72,MIN,AL,73,0,6,51,N,,,1,MIN04,24578,174,0,11002020x,28,1,0,0,0,0,0,0,0,5,0,10,0,0,0,0,6,4,6,6,0,0,24,6,0,0,0,0,33,10,3,1,0,6,0,1,0,4,0,7,0,0,0,0,8,4,0,0,0,0,27,6,0,0,0,0,nelsj901,Jeff Nelson,belld901,Dan Bellino,willr901,Ryan Wills,barbs901,Sean Barber,,(none),,(none),blacb001,Buddy Black,baldr001,Rocco Baldelli,archc001,Chris Archer,senza001,Antonio Senzatela,,(none),buxtb001,Byron Buxton,senza001,Antonio Senzatela,archc001,Chris Archer,joe-c001,Connor Joe,7,blacc001,Charlie Blackmon,10,rodgb002,Brendan Rodgers,4,cronc002,C.J. Cron,3,mcmar001,Ryan McMahon,5,iglej001,Jose Iglesias,6,gricr001,Randal Grichuk,9,diaze005,Elias Diaz,2,hampg001,Garrett Hampson,8,arral001,Luis Arraez,4,buxtb001,Byron Buxton,8,corrc001,Carlos Correa,6,keplm001,Max Kepler,9,garlk001,Kyle Garlick,10,kiria001,Alex Kirilloff,3,sancg002,Gary Sanchez,2,gordn001,Nick Gordon,7,urshg001,Giovanny Urshela,5,,Y,6,20,1,1,0
53004,1,"LED lightbulb for 25,000 fans (exit giveaway)",1,20220626,0,Sun,COL,NL,73,MIN,AL,74,3,6,51,D,,,1,MIN04,28048,186,101100000,32000010x,38,12,3,0,1,3,0,0,1,2,0,6,1,0,1,0,11,3,6,6,0,0,24,4,0,0,0,0,33,10,2,1,0,6,0,1,0,2,0,5,0,0,0,0,6,5,3,3,0,0,27,7,0,0,1,0,belld901,Dan Bellino,willr901,Ryan Wills,barbs901,Sean Barber,nelsj901,Jeff Nelson,,(none),,(none),blacb001,Buddy Black,baldr001,Rocco Baldelli,ryanj002,Joe Ryan,feltr001,Ryan Feltner,duraj002,Jhoan Duran,kiria001,Alex Kirilloff,feltr001,Ryan Feltner,ryanj002,Joe Ryan,joe-c001,Connor Joe,7,dazay001,Yonathan Daza,8,blacc001,Charlie Blackmon,9,cronc002,C.J. Cron,3,rodgb002,Brendan Rodgers,4,mcmar001,Ryan McMahon,10,monte001,Elehuris Montero,5,servb001,Brian Serven,2,hampg001,Garrett Hampson,6,arral001,Luis Arraez,4,buxtb001,Byron Buxton,10,corrc001,Carlos Correa,6,keplm001,Max Kepler,9,kiria001,Alex Kirilloff,3,urshg001,Giovanny Urshela,5,gordn001,Nick Gordon,7,jeffr002,Ryan Jeffers,2,contm001,Mark Contreras,8,,Y,7,20,1,0,0
53067,1,"Bucket hat for the first 5,000 fans",1,20220701,0,Fri,BAL,AL,78,MIN,AL,80,2,3,51,N,,,1,MIN04,25540,161,1000010,100000002,32,4,3,0,0,2,0,0,0,1,0,8,0,0,0,0,4,4,3,3,0,0,24,6,0,0,0,0,28,5,1,0,1,3,0,0,0,1,0,7,0,0,0,0,2,3,2,2,1,0,27,2,1,0,0,0,dejer901,Ramon De Jesus,mosce901,Edwin Moscoso,marqa901,Alfonso Marquez,barrl901,Lance Barrett,,(none),,(none),hydeb801,Brandon Hyde,baldr001,Rocco Baldelli,minaj001,Juan Minaya,lopej004,Jorge Lopez,,(none),buxtb001,Byron Buxton,watks003,Spenser Watkins,ryanj002,Joe Ryan,mullc002,Cedric Mullins,8,haysa001,Austin Hays,9,santa003,Anthony Santander,10,mounr001,Ryan Mountcastle,3,rutsa001,Adley Rutschman,2,odorr001,Rougned Odor,4,mcker001,Ryan McKenna,7,arauj001,Jonathan Arauz,5,matej003,Jorge Mateo,6,arral001,Luis Arraez,10,buxtb001,Byron Buxton,8,corrc001,Carlos Correa,6,keplm001,Max Kepler,9,polaj001,Jorge Polanco,4,miraj002,Jose Miranda,3,kiria001,Alex Kirilloff,7,urshg001,Giovanny Urshela,5,jeffr002,Ryan Jeffers,2,,Y,5,22,0,1,0
53083,0,,1,20220702,0,Sat,BAL,AL,79,MIN,AL,81,3,4,52,D,,,1,MIN04,20618,181,11100000,112,30,7,3,0,1,3,1,1,1,4,0,8,0,1,1,0,7,4,4,4,0,0,25,5,0,0,0,0,34,10,3,0,2,4,0,1,0,1,0,10,0,0,0,0,7,3,3,3,0,0,27,10,0,0,1,0,mosce901,Edwin Moscoso,marqa901,Alfonso Marquez,barrl901,Lance Barrett,dejer901,Ramon De Jesus,,(none),,(none),hydeb801,Brandon Hyde,baldr001,Rocco Baldelli,pagae001,Emilio Pagan,lopej004,Jorge Lopez,,(none),miraj002,Jose Miranda,lylej001,Jordan Lyles,grays001,Sonny Gray,mullc002,Cedric Mullins,8,manct001,Trey Mancini,9,santa003,Anthony Santander,7,haysa001,Austin Hays,10,mounr001,Ryan Mountcastle,3,odorr001,Rougned Odor,4,chirr001,Robinson Chirinos,2,nevit001,Tyler Nevin,5,matej003,Jorge Mateo,6,arral001,Luis Arraez,3,buxtb001,Byron Buxton,10,corrc001,Carlos Correa,6,keplm001,Max Kepler,9,polaj001,Jorge Polanco,4,gordn001,Nick Gordon,8,kiria001,Alex Kirilloff,7,sancg002,Gary Sanchez,2,urshg001,Giovanny Urshela,5,,Y,6,22,0,0,0
53099,0,,0,20220703,0,Sun,BAL,AL,80,MIN,AL,82,3,1,54,D,,,0,MIN04,24424,168,12000,1000,33,7,1,0,3,3,0,0,0,2,0,8,0,1,0,0,5,4,1,1,0,0,27,6,1,0,1,0,31,4,1,0,0,1,0,0,0,3,0,9,0,0,1,0,6,3,3,3,1,0,27,8,1,0,0,0,marqa901,Alfonso Marquez,barrl901,Lance Barrett,dejer901,Ramon De Jesus,mosce901,Edwin Moscoso,,(none),,(none),hydeb801,Brandon Hyde,baldr001,Rocco Baldelli,wellt003,Tyler Wells,smeld001,Devin Smeltzer,tated001,Dillon Tate,odorr001,Rougned Odor,wellt003,Tyler Wells,smeld001,Devin Smeltzer,haysa001,Austin Hays,7,manct001,Trey Mancini,10,mounr001,Ryan Mountcastle,3,santa003,Anthony Santander,9,rutsa001,Adley Rutschman,2,nevit001,Tyler Nevin,5,odorr001,Rougned Odor,4,mcker001,Ryan McKenna,8,martr006,Richie Martin,6,arral001,Luis Arraez,10,corrc001,Carlos Correa,6,polaj001,Jorge Polanco,4,miraj002,Jose Miranda,5,keplm001,Max Kepler,9,gordn001,Nick Gordon,7,sancg002,Gary Sanchez,2,kiria001,Alex Kirilloff,3,celeg001,Gilberto Celestino,8,,Y,7,22,0,0,0
53223,0,,1,20220712,0,Tue,MIL,NL,88,MIN,AL,89,6,3,54,N,,,1,MIN04,37183,182,200031000,10100100,33,7,0,0,2,6,0,0,0,2,0,7,1,1,0,0,2,6,3,3,0,0,27,14,0,0,1,0,32,6,1,0,1,3,0,0,2,3,0,6,0,0,1,0,7,4,5,5,0,0,27,6,1,0,0,0,carlm901,Mark Carlson,navaj901,Jose Navas,bakej902,Jordan Baker,guccc901,Chris Guccione,,(none),,(none),counc001,Craig Counsell,baldr001,Rocco Baldelli,gustj001,Jandel Gustave,windj002,Josh Winder,hadej001,Josh Hader,davij007,Jonathan Davis,alexj001,Jason Alexander,windj002,Josh Winder,wongk001,Kolten Wong,4,adamw002,Willy Adames,6,tellr001,Rowdy Tellez,3,mccua001,Andrew McCutchen,10,narvo001,Omar Narvaez,2,urial001,Luis Urias,5,petej002,Jace Peterson,7,renfh001,Hunter Renfroe,9,davij007,Jonathan Davis,8,arral001,Luis Arraez,10,corrc001,Carlos Correa,6,buxtb001,Byron Buxton,8,keplm001,Max Kepler,9,polaj001,Jorge Polanco,4,kiria001,Alex Kirilloff,3,gordn001,Nick Gordon,7,urshg001,Giovanny Urshela,5,sancg002,Gary Sanchez,2,,Y,2,25,1,1,0
53239,0,,1,20220713,0,Wed,MIL,NL,89,MIN,AL,90,1,4,51,D,,,1,MIN04,38802,200,1000000,10000003,29,4,1,0,1,1,1,0,0,4,0,7,0,0,1,0,6,5,4,4,1,0,24,4,0,0,0,0,34,10,1,0,1,4,0,0,1,6,1,9,0,0,0,0,13,4,1,1,0,0,27,8,0,0,1,0,navaj901,Jose Navas,bakej902,Jordan Baker,guccc901,Chris Guccione,carlm901,Mark Carlson,,(none),,(none),counc001,Craig Counsell,baldr001,Rocco Baldelli,duraj002,Jhoan Duran,hadej001,Josh Hader,,(none),miraj002,Jose Miranda,ashba003,Aaron Ashby,ryanj002,Joe Ryan,wongk001,Kolten Wong,4,adamw002,Willy Adames,6,tellr001,Rowdy Tellez,3,mccua001,Andrew McCutchen,7,narvo001,Omar Narvaez,10,urial001,Luis Urias,5,petej002,Jace Peterson,9,carav001,Victor Caratini,2,davij007,Jonathan Davis,8,buxtb001,Byron Buxton,10,corrc001,Carlos Correa,6,polaj001,Jorge Polanco,4,garlk001,Kyle Garlick,9,miraj002,Jose Miranda,3,urshg001,Giovanny Urshela,5,jeffr002,Ryan Jeffers,2,kiria001,Alex Kirilloff,7,celeg001,Gilberto Celestino,8,,Y,3,25,1,0,0
53252,0,,1,20220714,0,Thu,CHA,AL,89,MIN,AL,91,12,2,54,N,,,1,MIN04,26907,199,200402103,10000001,44,17,2,0,3,12,0,1,1,3,0,5,0,0,0,0,10,4,2,2,0,0,27,6,0,0,1,0,37,11,1,1,1,2,0,0,0,2,0,8,0,0,0,0,10,5,10,10,0,0,27,8,1,0,0,0,marqa901,Alfonso Marquez,barrl901,Lance Barrett,rehaj901,Jeremie Rehak,cejan901,Nestor Ceja,,(none),,(none),larut101,Tony LaRussa,baldr001,Rocco Baldelli,cuetj001,Johnny Cueto,grays001,Sonny Gray,,(none),abrej003,Jose Abreu,cuetj001,Johnny Cueto,grays001,Sonny Gray,andet001,Tim Anderson,6,moncy001,Yoan Moncada,5,robel002,Luis Robert,8,abrej003,Jose Abreu,3,sheeg001,Gavin Sheets,9,vauga001,Andrew Vaughn,10,polla001,A.J. Pollock,7,harrj002,Josh Harrison,4,zavas001,Seby Zavala,2,arral001,Luis Arraez,3,corrc001,Carlos Correa,6,buxtb001,Byron Buxton,8,keplm001,Max Kepler,9,polaj001,Jorge Polanco,4,kiria001,Alex Kirilloff,7,miraj002,Jose Miranda,10,urshg001,Giovanny Urshela,5,jeffr002,Ryan Jeffers,2,,Y,4,15,0,1,0
53266,0,,1,20220715,0,Fri,CHA,AL,90,MIN,AL,92,6,2,54,N,,,1,MIN04,27021,189,200100300,200000000,35,8,1,0,2,6,0,0,0,3,0,9,0,0,0,0,5,5,2,2,0,0,27,9,1,0,2,0,32,7,1,0,0,2,0,0,0,4,0,5,0,0,2,0,7,6,6,6,0,0,27,9,0,0,0,0,barrl901,Lance Barrett,rehaj901,Jeremie Rehak,cejan901,Nestor Ceja,marqa901,Alfonso Marquez,,(none),,(none),larut101,Tony LaRussa,baldr001,Rocco Baldelli,kopem001,Michael Kopech,pagae001,Emilio Pagan,,(none),andet001,Tim Anderson,kopem001,Michael Kopech,smeld001,Devin Smeltzer,andet001,Tim Anderson,6,moncy001,Yoan Moncada,5,robel002,Luis Robert,8,abrej003,Jose Abreu,3,vauga001,Andrew Vaughn,10,polla001,A.J. Pollock,7,garcl004,Leury Garcia,9,harrj002,Josh Harrison,4,mcgur002,Reese McGuire,2,arral001,Luis Arraez,3,corrc001,Carlos Correa,6,buxtb001,Byron Buxton,10,keplm001,Max Kepler,9,polaj001,Jorge Polanco,4,kiria001,Alex Kirilloff,7,miraj002,Jose Miranda,5,gordn001,Nick Gordon,8,sancg002,Gary Sanchez,2,,Y,5,15,0,1,0
